transaction_id,sender_wallet,receiver_wallet,amount,timestamp,label,log_amount,is_round_amount,fee_ratio,sender_tx_count,receiver_tx_count,time_since_prev_out,time_since_prev_in,sender_repeat_count,burstiness_score,amount_deviation,balance_ratio,unique_counterparties,relay_pattern_score,fan_in_ratio,weighted_in,in_degree,suspicious_neighbor_ratio_1hop,suspicious_neighbor_ratio_2hop,heuristic_mean,heuristic_max,heuristic_triggered_count,heuristic_top_confidence
elliptic_232454798,232454798,54732584,42.38752167227551,2019-01-01 01:00:00+00:00,0,3.770171880692833,False,0.0,2,2,0.0,0.0,1,0.0,0.0,0.0012148607057591,2,0.0418734803259345,0.3333333333333333,42.49063681179501,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_54732584,232454798,54732584,47.69991590758894,2019-01-01 01:00:00+00:00,0,3.8856773033435,False,0.0,2,2,0.0,0.0,2,0.0,0.0,1.0,1,0.0,0.5,42.38752167227551,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230579563,230579563,232812034,62.75515793353248,2019-01-01 01:00:00+00:00,0,4.155050089526892,False,0.0,1,1,0.0,0.0,1,0.0,0.0,0.1791192887399259,4,0.0700991057865095,0.6,90.14198551914194,3,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230438854,230438854,232438397,53.93118140194603,2019-01-01 01:00:00+00:00,0,4.006081154531696,False,0.0,1,51,0.0,0.0,1,0.0,0.0,-0.1158978390304554,2,0.0368219129160344,0.3333333333333333,42.72852975728335,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232892365,232892365,230578938,31.241188875579223,2019-01-01 01:00:00+00:00,0,3.4732447927519323,False,0.0,1,4,0.0,0.0,1,0.0,0.0,-1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_14847524,14847524,230550396,49.422920713071136,2019-01-01 01:00:00+00:00,0,3.920445847751034,False,0.0,1,5,0.0,0.0,1,0.0,0.0,-1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_231179638,231179638,3913231,43.46801435009723,2019-01-01 01:00:00+00:00,0,3.79477015207747,False,0.0,2,2,0.0,0.0,1,0.0,0.0,0.2380978655737808,2,0.0312414818794492,0.3333333333333333,70.63591681379839,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230468668,230468668,232409481,45.746869477358246,2019-01-01 01:00:00+00:00,0,3.8447472904414095,False,0.0,1,4,0.0,0.0,1,0.0,0.0,0.857972032726643,2,0.0055735337398845,0.3333333333333333,598.4483598933559,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230468013,230468013,232375024,50.74167524297456,2019-01-01 01:00:00+00:00,0,3.946263554335281,False,0.0,1,3,0.0,0.0,1,0.0,0.0,0.8436769743937342,2,0.0055307174600979,0.3333333333333333,598.4483598933559,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232034707,232034707,230404574,35.981747716866,2019-01-01 01:00:00+00:00,0,3.610424485979741,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-0.4911181473080998,3,0.0737471668315605,0.25,24.559366371212104,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232345690,232345690,230456623,50.881987639961785,2019-01-01 01:00:00+00:00,0,3.94897167097267,False,0.0,1,3,0.0,0.0,1,0.0,0.0,-0.0558514735898828,2,0.0369273161539549,0.3333333333333333,45.4989691757987,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232686009,232686009,7089467,40.57468010012703,2019-01-01 01:00:00+00:00,0,3.7274913305244826,False,0.0,1,2,0.0,0.0,1,0.0,0.0,-1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232447731,232447731,94235109,31.534255483094952,2019-01-01 01:00:00+00:00,0,3.482293549116495,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_213736062,213736062,232925742,34.15012894718763,2019-01-01 01:00:00+00:00,0,3.5596282867332345,False,0.0,1,2,0.0,0.0,1,0.0,0.0,0.9054967238068898,5,0.0198749388294503,0.6666666666666666,688.5788667630676,4,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232919404,232919404,232432893,34.46658060323331,2019-01-01 01:00:00+00:00,0,3.5685908616359256,False,0.0,1,1,0.0,0.0,1,0.0,0.0,0.6810946378804276,5,0.066238556131982,0.6666666666666666,181.6889608035002,4,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230945818,230945818,3880576,45.29358310401302,2019-01-01 01:00:00+00:00,0,3.835003357621362,False,0.0,1,1,0.0,0.0,1,0.0,0.0,0.3657797811882468,2,0.0250014499751091,0.3333333333333333,97.53876995112311,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230393704,230393704,10509847,43.497151345562834,2019-01-01 01:00:00+00:00,0,3.7954251724167127,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-0.0823560286633873,2,0.0441907214315474,0.3333333333333333,36.87779034396223,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232439983,232439983,230681119,80.3662700542944,2019-01-01 01:00:00+00:00,0,4.398960814334997,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-0.0890365866616207,4,0.0485648055784339,0.4,134.4504538830184,2,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230405614,230405614,11340068,163.65090970812602,2019-01-01 01:00:00+00:00,0,5.103827533909606,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-0.5863492974224349,3,0.0173868536460896,0.25,85.34603808658848,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230968952,230968952,231178359,64.16865791694195,2019-01-01 01:00:00+00:00,0,4.176978646560687,False,0.0,1,1,0.0,0.0,1,0.0,0.0,0.806317507120492,2,0.0054188142907724,0.3333333333333333,598.4483598933559,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_3898178,3898178,195237909,50.31675786467064,2019-01-01 01:00:00+00:00,0,3.938017362862314,False,0.0,1,11,0.0,0.0,1,0.0,0.0,-1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230456624,230456624,230456618,29.72243013449578,2019-01-01 01:00:00+00:00,0,3.4249930110913795,False,0.0,1,4,0.0,0.0,1,0.0,0.0,0.6126599613311591,4,0.0698393926889789,0.6,123.74701359583428,3,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230436742,230436742,230436739,151.9073512091949,2019-01-01 01:00:00+00:00,0,5.029832190322086,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230439442,230439442,232904579,76.50752052714701,2019-01-01 01:00:00+00:00,0,4.350374970711278,False,0.0,1,1,0.0,0.0,1,0.0,0.0,0.0124547113738101,4,0.0462674414007662,0.4,156.87462743302933,2,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_32976149,32976149,232469155,119.34680341455709,2019-01-01 01:00:00+00:00,0,4.790377603133148,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-0.3218840926337308,2,0.0198050473859754,0.3333333333333333,61.22395022356213,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232001654,232001654,230473478,63.50664704369075,2019-01-01 01:00:00+00:00,0,4.166768273432873,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_227338369,227338369,230522934,226.81333174112396,2019-01-01 01:00:00+00:00,0,5.428526573186157,False,0.0,1,2,0.0,0.0,1,0.0,0.0,-0.0641603552063974,3,0.0168322690122676,0.5,199.46327334276447,2,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232429322,230452750,232429322,60.31166624846516,2019-01-01 01:00:00+00:00,0,4.115970138839079,False,0.0,2,3,0.0,0.0,1,0.0,0.0,1.0,2,0.0,0.6666666666666666,110.66666840435872,2,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_231994045,231994045,230645817,272.53929233570096,2019-01-01 01:00:00+00:00,0,5.6114452763904,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-0.8530221518688325,3,0.0122040983042251,0.25,43.23449525769944,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232458515,232458515,230526943,45.246325848234335,2019-01-01 01:00:00+00:00,0,3.833982019683564,False,0.0,2,1,0.0,0.0,1,0.0,0.0,-0.5338055303401449,3,0.0604385083483758,0.25,27.50490393419923,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230520418,230520418,230520415,42.32112001620598,2019-01-01 01:00:00+00:00,0,3.768640276281624,False,0.0,2,1,0.0,0.0,1,0.0,0.0,-0.3307145805805054,3,0.0560943328540777,0.25,42.57097498397116,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_54734928,230520418,54734928,49.14747798910784,2019-01-01 01:00:00+00:00,0,3.914968223793599,False,0.0,2,1,0.0,0.0,1,0.0,0.0,1.0,1,0.0,0.5,42.32112001620598,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_231995676,231995676,230473477,39.11942229655699,2019-01-01 01:00:00+00:00,0,3.6918605636021513,False,0.0,1,19,0.0,0.0,1,0.0,0.0,-1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230473477,230473477,230473461,37.70412428041052,2019-01-01 01:00:00+00:00,0,3.6559461649107416,False,0.0,1,16,0.0,0.0,1,0.0,0.0,0.8946876132754812,20,0.0952861737144236,0.9047619047619048,678.339362209716,19,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_231993125,231993125,230400084,119.57938863728344,2019-01-01 01:00:00+00:00,0,4.792308362864988,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-0.6878478857213735,3,0.0252894250796893,0.25,44.23024053654021,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230531168,230531168,232386556,24.04574534063264,2019-01-01 01:00:00+00:00,0,3.220703966423961,False,0.0,2,2,0.0,0.0,1,0.0,0.0,-1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232386556,230531168,232386556,22.342366693918574,2019-01-01 01:00:00+00:00,0,3.150270022485419,False,0.0,2,2,0.0,0.0,2,0.0,0.0,1.0,1,0.0,0.5,24.04574534063264,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232444501,232444501,232444499,79.97774079733655,2019-01-01 01:00:00+00:00,0,4.39417431193548,False,0.0,2,2,0.0,0.0,1,0.0,0.0,0.3344188328283444,3,0.0298023360523504,0.5,160.3467898296246,2,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230331217,230331217,230472247,161.40698077881126,2019-01-01 01:00:00+00:00,0,5.090105411894947,False,0.0,1,5,0.0,0.0,1,0.0,0.0,-1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232339043,232339043,231993126,270.11579500705744,2019-01-01 01:00:00+00:00,0,5.602546017467164,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-0.4249501042577096,4,0.0189451947846146,0.4,218.01473510269943,2,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230465357,230465357,195237909,34.08284182466162,2019-01-01 01:00:00+00:00,0,3.557712174047881,False,0.0,1,11,0.0,0.0,1,0.0,0.0,0.8252410209780976,7,0.0460372250652594,0.625,711.9451184489207,5,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230468734,230468734,232925740,43.00220956466219,2019-01-01 01:00:00+00:00,0,3.784239850036097,False,0.0,1,4,0.0,0.0,1,0.0,0.0,0.8659219849130507,2,0.0055973448396876,0.3333333333333333,598.4483598933559,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_28359967,28359967,232383569,85.41495236047922,2019-01-01 01:00:00+00:00,0,4.459160720564672,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-1.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230464782,230464782,230464780,76.10838066734733,2019-01-01 01:00:00+00:00,0,4.345211973330589,False,0.0,1,1,0.0,0.0,1,0.0,0.0,0.0259790854616781,4,0.045874389293446,0.4,160.33661213541032,2,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232349132,232349132,232456357,45.65504906698643,2019-01-01 01:00:00+00:00,0,3.842781154383781,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-0.5194534005107929,2,0.0588603601501498,0.3333333333333333,14.438994029878042,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_92491279,92491279,232401511,154.37104332977614,2019-01-01 01:00:00+00:00,0,5.045816084211544,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-0.5095504750937458,2,0.0174966675248552,0.3333333333333333,50.154801783404885,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232037102,232037102,232034949,79.96776531271783,2019-01-01 01:00:00+00:00,0,4.394051116363452,False,0.0,1,2,0.0,0.0,1,0.0,0.0,-0.3327990341493511,3,0.0298425335623873,0.25,80.06393895328189,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_76172036,232346245,76172036,243.06455416710253,2019-01-01 01:00:00+00:00,0,5.497432756560338,False,0.0,2,1,0.0,0.0,1,0.0,0.0,1.0,2,0.0,0.6666666666666666,262.065600125462,2,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_219821009,219821009,230457090,49.74083354860887,2019-01-01 01:00:00+00:00,0,3.926730981876344,False,0.0,1,3,0.0,0.0,1,0.0,0.0,-1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_10983754,10983754,230451730,35.88296978949261,2019-01-01 01:00:00+00:00,0,3.6077499211918314,False,0.0,1,6,0.0,0.0,1,0.0,0.0,-1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232348190,232348190,76867076,65.13086070121936,2019-01-01 01:00:00+00:00,0,4.191635516893259,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230523200,230523203,230523200,80.06323785139169,2019-01-01 01:00:00+00:00,0,4.395229564288335,False,0.0,2,3,0.0,0.0,2,0.0,0.0,1.0,2,0.0,0.6666666666666666,169.11907627758706,2,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230418063,230418063,232438397,34.860120258929264,2019-01-01 01:00:00+00:00,0,3.579625821738828,False,0.0,1,51,0.0,0.0,1,0.0,0.0,-0.1768864843819388,2,0.0596935931077964,0.3333333333333333,24.381141700564857,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_293323,293323,2813778,34.136481147869084,2019-01-01 01:00:00+00:00,0,3.559239939664807,False,0.0,1,7,0.0,0.0,1,0.0,0.0,-0.127913431973352,2,0.0584430133143871,0.3333333333333333,26.39384002783545,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230468406,230468406,232925740,65.92129635368102,2019-01-01 01:00:00+00:00,0,4.203517247623777,False,0.0,1,4,0.0,0.0,1,0.0,0.0,0.8015523564815878,2,0.0054045406879436,0.3333333333333333,598.4483598933559,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230451676,230451676,195237909,58.47241173885713,2019-01-01 01:00:00+00:00,0,4.085512536769718,False,0.0,1,11,0.0,0.0,1,0.0,0.0,-1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230529053,230529053,230529048,80.36800692534678,2019-01-01 01:00:00+00:00,0,4.398982160434721,False,0.0,2,3,0.0,0.0,1,0.0,0.0,-0.0256053169769302,4,0.0457441440429082,0.4,152.71012608250868,2,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230529048,230529053,230529048,73.68238664515178,2019-01-01 01:00:00+00:00,0,4.313244276453597,False,0.0,2,3,0.0,0.0,2,0.0,0.0,1.0,3,0.0,0.75,759.1844094531855,3,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_231997273,231997273,230473482,31.836940947960617,2019-01-01 01:00:00+00:00,0,3.4915541300615764,False,0.0,1,12,0.0,0.0,1,0.0,0.0,-1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232472206,232472206,230524976,80.36804506583589,2019-01-01 01:00:00+00:00,0,4.39898262917522,False,0.0,1,2,0.0,0.0,1,0.0,0.0,-0.3550285729183868,3,0.0301877051552361,0.25,76.50774862441752,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_230412050,230412050,42094373,66.19005682808941,2019-01-01 01:00:00+00:00,0,4.207525272713654,False,0.0,1,1,0.0,0.0,1,0.0,0.0,0.637725900269795,3,0.0098274869308342,0.25,598.4483598933559,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_3903393,3903393,230452481,43.44831348434039,2019-01-01 01:00:00+00:00,0,3.794327019380494,False,0.0,1,1,0.0,0.0,1,0.0,0.0,0.2290871098952206,2,0.0316219224986225,0.3333333333333333,69.27081222241766,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232444499,232444501,232444499,88.44802697830048,2019-01-01 01:00:00+00:00,0,4.493657752453783,False,0.0,2,2,0.0,0.0,2,0.0,0.0,1.0,2,0.0,0.6666666666666666,678.4261006906925,2,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232925804,232925804,232544949,21.48903074428365,2019-01-01 01:00:00+00:00,0,3.1130276678563717,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-0.0374996453969518,2,0.0847624490106008,0.3333333333333333,19.935620993427264,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_227496946,227496946,230459884,36.323458930241394,2019-01-01 01:00:00+00:00,0,3.619622054702596,False,0.0,1,1,0.0,0.0,1,0.0,0.0,-0.2106280106183717,6,0.1787848838291211,0.4285714285714285,71.05251353553491,3,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_24138725,24138725,232439373,244.032775040336,2019-01-01 01:00:00+00:00,0,5.5013919772724,False,0.0,1,2,0.0,0.0,1,0.0,0.0,-0.280385280798378,2,0.0094090650187479,0.3333333333333333,137.15369859386658,1,0.0,0.0,0.0,0.0,0.0,0.0
elliptic_232033953,232033953,234461480,31.404789168720864,2019-01-01 01:00:00+00:00,0,3.4783062257243027,False,0.0,2,1,0.0,0.0,1,0.0,0.0,-1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
